dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,rain,date,hour,wind_gust
2022-03-22 05:00:00,12.69,12.26,1012,86,10.41,0.0,75,10000,2.57,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-03-22,5,
2022-03-22 06:00:00,13.06,12.67,1012,86,10.77,0.0,20,10000,3.09,160,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,2022-03-22,6,
2022-03-22 07:00:00,13.26,12.94,1012,88,11.32,0.0,40,8000,3.6,170,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-03-22,7,
2022-03-22 08:00:00,14.12,13.89,1013,88,12.16,0.24,40,10000,5.36,273,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-03-22,8,7.6
2022-03-22 09:00:00,14.79,14.54,1013,85,12.3,0.68,75,10000,6.17,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-03-22,9,
2022-03-22 10:00:00,15.41,15.1,1013,80,11.98,1.82,75,10000,7.2,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-03-22,10,
2022-03-22 11:00:00,15.95,15.61,1013,77,11.93,2.7,75,10000,8.23,200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-03-22,11,
2022-03-22 12:00:00,15.73,15.37,1013,77,11.71,3.3,75,10000,7.2,190,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-03-22,12,
2022-03-22 13:00:00,16.04,15.55,1013,71,10.79,1.83,40,10000,6.71,269,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,2022-03-22,13,12.07
2022-03-22 14:00:00,15.1,14.62,1013,75,10.71,1.57,75,10000,7.2,210,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-03-22,14,
2022-03-22 15:00:00,14.48,14.07,1012,80,11.08,1.11,75,10000,7.72,200,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.49},2022-03-22,15,
2022-03-22 16:00:00,12.83,12.36,1012,84,10.2,0.59,40,10000,5.66,270,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.27},2022-03-22,16,
2022-03-22 17:00:00,12.28,11.81,1011,86,10.01,0.23,75,10000,4.63,270,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.42},2022-03-22,17,
2022-03-22 18:00:00,12.46,12.03,1011,87,10.36,0.05,75,10000,1.54,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,2022-03-22,18,
2022-03-22 19:00:00,12.23,11.78,1011,87,10.13,0.0,75,10000,2.68,256,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-03-22,19,4.02
2022-03-22 20:00:00,12.46,12.03,1011,87,10.36,0.0,75,10000,2.57,210,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.56},2022-03-22,20,
2022-03-22 21:00:00,12.53,12.14,1011,88,10.6,0.0,75,7000,4.12,210,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.75},2022-03-22,21,
2022-03-22 22:00:00,12.49,12.09,1012,88,10.56,0.0,75,10000,3.09,220,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.56},2022-03-22,22,
2022-03-22 23:00:00,12.42,11.99,1011,87,10.32,0.0,75,10000,1.54,110,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,2022-03-22,23,
